sales_id,order_id,product_id,price_per_unit,quantity,total_sales,customer_id,order_date,order_month,delivery_date,age,city,state,country,gender,product_type,product_name,size,colour
871,180,1245,112,1,112,469,2021-05-29,5,2021-06-22,78,Andrewborough,New South Wales,Australia,Female,Trousers,Tracksuit Bottoms,XS,blue
872,180,1058,93,2,186,469,2021-05-29,5,2021-06-22,78,Andrewborough,New South Wales,Australia,Female,Trousers,Joggers,L,orange
873,180,1054,93,1,93,469,2021-05-29,5,2021-06-22,78,Andrewborough,New South Wales,Australia,Female,Trousers,Joggers,XL,red
874,180,272,95,1,95,469,2021-05-29,5,2021-06-22,78,Andrewborough,New South Wales,Australia,Female,Shirt,Polo,M,indigo
875,181,463,118,1,118,241,2021-01-29,1,2021-02-13,61,New Ava,Queensland,Australia,Others,Jacket,Puffer,L,orange
876,181,506,102,3,306,241,2021-01-29,1,2021-02-13,61,New Ava,Queensland,Australia,Others,Jacket,Windbreaker,S,green
877,182,852,113,2,226,461,2021-02-22,2,2021-03-04,54,West Chasemouth,Australian Capital Territory,Australia,Female,Trousers,Chinos,M,yellow
878,182,408,119,2,238,461,2021-02-22,2,2021-03-04,54,West Chasemouth,Australian Capital Territory,Australia,Female,Shirt,Casual Slim Fit,L,blue
879,182,578,100,2,200,461,2021-02-22,2,2021-03-04,54,West Chasemouth,Australian Capital Territory,Australia,Female,Jacket,Bomber,L,green
880,182,858,113,3,339,461,2021-02-22,2,2021-03-04,54,West Chasemouth,Australian Capital Territory,Australia,Female,Trousers,Chinos,L,green
881,182,756,109,1,109,461,2021-02-22,2,2021-03-04,54,West Chasemouth,Australian Capital Territory,Australia,Female,Jacket,Peacoat,S,blue
882,182,525,98,1,98,461,2021-02-22,2,2021-03-04,54,West Chasemouth,Australian Capital Territory,Australia,Female,Jacket,Leather,XS,red
883,182,792,91,3,273,461,2021-02-22,2,2021-03-04,54,West Chasemouth,Australian Capital Territory,Australia,Female,Jacket,Pullover,M,blue
884,182,705,119,2,238,461,2021-02-22,2,2021-03-04,54,West Chasemouth,Australian Capital Territory,Australia,Female,Jacket,Trench Coat,XS,orange
885,182,60,104,2,208,461,2021-02-22,2,2021-03-04,54,West Chasemouth,Australian Capital Territory,Australia,Female,Shirt,Dress,XS,indigo
886,183,1192,105,2,210,715,2021-10-06,10,2021-10-12,61,Port Hunter,Tasmania,Australia,Others,Trousers,Pleated,M,red
887,183,513,102,3,306,715,2021-10-06,10,2021-10-12,61,Port Hunter,Tasmania,Australia,Others,Jacket,Windbreaker,L,blue
888,183,758,109,3,327,715,2021-10-06,10,2021-10-12,61,Port Hunter,Tasmania,Australia,Others,Jacket,Peacoat,L,blue
889,183,202,98,1,98,715,2021-10-06,10,2021-10-12,61,Port Hunter,Tasmania,Australia,Others,Shirt,Camp Collared,M,indigo
890,183,359,94,2,188,715,2021-10-06,10,2021-10-12,61,Port Hunter,Tasmania,Australia,Others,Shirt,Henley,XL,orange
891,183,300,105,3,315,715,2021-10-06,10,2021-10-12,61,Port Hunter,Tasmania,Australia,Others,Shirt,Cuban Collar,XS,blue
892,183,709,119,2,238,715,2021-10-06,10,2021-10-12,61,Port Hunter,Tasmania,Australia,Others,Jacket,Trench Coat,XL,orange
893,184,31,96,2,192,240,2021-09-15,9,2021-09-29,25,New Codyville,Victoria,Australia,Others,Shirt,Oxford Cloth,S,violet
894,184,1100,115,2,230,240,2021-09-15,9,2021-09-29,25,New Codyville,Victoria,Australia,Others,Trousers,Cropped,XS,green
895,184,318,109,2,218,240,2021-09-15,9,2021-09-29,25,New Codyville,Victoria,Australia,Others,Shirt,Mandarin Collar,L,red
896,185,360,94,3,282,945,2021-04-06,4,2021-04-20,48,Stantonmouth,Australian Capital Territory,Australia,Others,Shirt,Henley,XS,yellow
897,185,1145,102,1,102,945,2021-04-06,4,2021-04-20,48,Stantonmouth,Australian Capital Territory,Australia,Others,Trousers,Cargo Pants,XS,indigo
898,185,469,118,2,236,945,2021-04-06,4,2021-04-20,48,Stantonmouth,Australian Capital Territory,Australia,Others,Jacket,Puffer,XL,yellow
899,185,406,119,3,357,945,2021-04-06,4,2021-04-20,48,Stantonmouth,Australian Capital Territory,Australia,Others,Shirt,Casual Slim Fit,S,blue
900,185,411,119,2,238,945,2021-04-06,4,2021-04-20,48,Stantonmouth,Australian Capital Territory,Australia,Others,Shirt,Casual Slim Fit,S,indigo
901,185,249,95,1,95,945,2021-04-06,4,2021-04-20,48,Stantonmouth,Australian Capital Territory,Australia,Others,Shirt,Polo,XL,red
902,185,55,104,3,312,945,2021-04-06,4,2021-04-20,48,Stantonmouth,Australian Capital Territory,Australia,Others,Shirt,Dress,XS,blue
903,185,948,97,2,194,945,2021-04-06,4,2021-04-20,48,Stantonmouth,Australian Capital Territory,Australia,Others,Trousers,Slim-Fit,L,red
904,185,1057,93,3,279,945,2021-04-06,4,2021-04-20,48,Stantonmouth,Australian Capital Territory,Australia,Others,Trousers,Joggers,M,orange
905,186,316,109,2,218,833,2021-09-26,9,2021-10-14,27,Jaspermouth,Western Australia,Australia,Others,Shirt,Mandarin Collar,S,red
906,186,642,93,2,186,833,2021-09-26,9,2021-10-14,27,Jaspermouth,Western Australia,Australia,Others,Jacket,Coach,M,yellow
907,186,759,109,2,218,833,2021-09-26,9,2021-10-14,27,Jaspermouth,Western Australia,Australia,Others,Jacket,Peacoat,XL,blue
908,186,1208,105,2,210,833,2021-09-26,9,2021-10-14,27,Jaspermouth,Western Australia,Australia,Others,Trousers,Pleated,L,green
909,186,617,112,1,112,833,2021-09-26,9,2021-10-14,27,Jaspermouth,Western Australia,Australia,Others,Jacket,Cardigan,M,blue
910,186,1038,90,1,90,833,2021-09-26,9,2021-10-14,27,Jaspermouth,Western Australia,Australia,Others,Trousers,Relaxed Leg,L,blue
911,187,129,92,3,276,401,2021-01-10,1,2021-01-19,73,Sarahstad,Western Australia,Australia,Others,Shirt,Denim,XL,blue
912,187,95,118,3,354,401,2021-01-10,1,2021-01-19,73,Sarahstad,Western Australia,Australia,Others,Shirt,Flannel,XS,indigo
913,187,66,104,1,104,401,2021-01-10,1,2021-01-19,73,Sarahstad,Western Australia,Australia,Others,Shirt,Dress,S,violet
914,187,644,93,3,279,401,2021-01-10,1,2021-01-19,73,Sarahstad,Western Australia,Australia,Others,Jacket,Coach,XL,yellow
915,187,771,91,2,182,401,2021-01-10,1,2021-01-19,73,Sarahstad,Western Australia,Australia,Others,Jacket,Pullover,S,red
916,188,961,97,3,291,571,2021-04-10,4,2021-04-22,22,Jordanside,Australian Capital Territory,Australia,Others,Trousers,Slim-Fit,S,green
917,188,1246,112,3,336,571,2021-04-10,4,2021-04-22,22,Jordanside,Australian Capital Territory,Australia,Others,Trousers,Tracksuit Bottoms,S,blue
918,188,1109,115,1,115,571,2021-04-10,4,2021-04-22,22,Jordanside,Australian Capital Territory,Australia,Others,Trousers,Cropped,XL,blue
919,189,214,106,1,106,586,2021-07-17,7,2021-08-08,34,Hallhaven,New South Wales,Australia,Others,Shirt,Chambray,XL,red
920,189,668,113,1,113,586,2021-07-17,7,2021-08-08,34,Hallhaven,New South Wales,Australia,Others,Jacket,Parka,L,red
921,189,179,98,2,196,586,2021-07-17,7,2021-08-08,34,Hallhaven,New South Wales,Australia,Others,Shirt,Camp Collared,XL,red
922,189,877,94,2,188,586,2021-07-17,7,2021-08-08,34,Hallhaven,New South Wales,Australia,Others,Trousers,Cords,M,red
923,190,431,107,3,321,421,2021-02-01,2,2021-02-17,62,North Baileyside,Australian Capital Territory,Australia,Others,Jacket,Denim,S,yellow
924,191,219,106,1,106,18,2021-01-22,1,2021-02-15,79,Walterland,New South Wales,Australia,Male,Shirt,Chambray,XL,orange
925,191,1077,93,2,186,18,2021-01-22,1,2021-02-15,79,Walterland,New South Wales,Australia,Male,Trousers,Joggers,M,indigo
926,191,130,92,2,184,18,2021-01-22,1,2021-02-15,79,Walterland,New South Wales,Australia,Male,Shirt,Denim,XS,indigo
927,191,74,118,1,118,18,2021-01-22,1,2021-02-15,79,Walterland,New South Wales,Australia,Male,Shirt,Flannel,XL,red
928,191,23,96,2,192,18,2021-01-22,1,2021-02-15,79,Walterland,New South Wales,Australia,Male,Shirt,Oxford Cloth,L,blue
929,191,282,105,1,105,18,2021-01-22,1,2021-02-15,79,Walterland,New South Wales,Australia,Male,Shirt,Cuban Collar,M,red
930,192,863,113,2,226,842,2021-02-06,2,2021-02-19,70,Port Kiara,Western Australia,Australia,Others,Trousers,Chinos,L,blue
931,192,390,119,3,357,842,2021-02-06,2,2021-02-19,70,Port Kiara,Western Australia,Australia,Others,Shirt,Casual Slim Fit,XS,orange
932,192,990,106,3,318,842,2021-02-06,2,2021-02-19,70,Port Kiara,Western Australia,Australia,Others,Trousers,Wool,XS,yellow
933,192,920,96,3,288,842,2021-02-06,2,2021-02-19,70,Port Kiara,Western Australia,Australia,Others,Trousers,Drawstring,XS,yellow
934,192,9,96,3,288,842,2021-02-06,2,2021-02-19,70,Port Kiara,Western Australia,Australia,Others,Shirt,Oxford Cloth,XL,orange
935,192,664,93,1,93,842,2021-02-06,2,2021-02-19,70,Port Kiara,Western Australia,Australia,Others,Jacket,Coach,XL,violet
936,192,573,100,3,300,842,2021-02-06,2,2021-02-19,70,Port Kiara,Western Australia,Australia,Others,Jacket,Bomber,L,yellow
937,193,1084,93,2,186,846,2021-06-06,6,2021-06-07,72,Davidtown,Victoria,Australia,Others,Trousers,Joggers,XL,violet
938,193,63,104,3,312,846,2021-06-06,6,2021-06-07,72,Davidtown,Victoria,Australia,Others,Shirt,Dress,L,indigo
939,193,396,119,2,238,846,2021-06-06,6,2021-06-07,72,Davidtown,Victoria,Australia,Others,Shirt,Casual Slim Fit,S,yellow
940,193,762,109,1,109,846,2021-06-06,6,2021-06-07,72,Davidtown,Victoria,Australia,Others,Jacket,Peacoat,M,indigo
941,193,593,100,2,200,846,2021-06-06,6,2021-06-07,72,Davidtown,Victoria,Australia,Others,Jacket,Bomber,L,violet
942,193,1061,93,2,186,846,2021-06-06,6,2021-06-07,72,Davidtown,Victoria,Australia,Others,Trousers,Joggers,S,yellow
943,193,656,93,3,279,846,2021-06-06,6,2021-06-07,72,Davidtown,Victoria,Australia,Others,Jacket,Coach,S,indigo
944,193,727,119,1,119,846,2021-06-06,6,2021-06-07,72,Davidtown,Victoria,Australia,Others,Jacket,Trench Coat,M,indigo
945,194,371,94,1,94,415,2021-10-23,10,2021-11-03,40,Dietrichville,South Australia,Australia,Others,Shirt,Henley,S,blue
946,194,303,105,3,315,415,2021-10-23,10,2021-11-03,40,Dietrichville,South Australia,Australia,Others,Shirt,Cuban Collar,L,blue
947,194,954,97,1,97,415,2021-10-23,10,2021-11-03,40,Dietrichville,South Australia,Australia,Others,Trousers,Slim-Fit,XL,orange
948,194,893,94,1,94,415,2021-10-23,10,2021-11-03,40,Dietrichville,South Australia,Australia,Others,Trousers,Cords,L,green
949,194,25,96,1,96,415,2021-10-23,10,2021-11-03,40,Dietrichville,South Australia,Australia,Others,Shirt,Oxford Cloth,XS,indigo
950,194,179,98,3,294,415,2021-10-23,10,2021-11-03,40,Dietrichville,South Australia,Australia,Others,Shirt,Camp Collared,XL,red
951,194,71,118,3,354,415,2021-10-23,10,2021-11-03,40,Dietrichville,South Australia,Australia,Others,Shirt,Flannel,S,red
952,195,495,102,3,306,92,2021-04-13,4,2021-04-17,27,Harrismouth,Queensland,Australia,Others,Jacket,Windbreaker,XS,orange
953,195,1212,105,2,210,92,2021-04-13,4,2021-04-17,27,Harrismouth,Queensland,Australia,Others,Trousers,Pleated,M,blue
954,195,370,94,2,188,92,2021-04-13,4,2021-04-17,27,Harrismouth,Queensland,Australia,Others,Shirt,Henley,XS,blue
955,196,1053,93,3,279,630,2021-10-22,10,2021-11-16,49,New Madisonborough,Victoria,Australia,Male,Trousers,Joggers,L,red
956,196,948,97,2,194,630,2021-10-22,10,2021-11-16,49,New Madisonborough,Victoria,Australia,Male,Trousers,Slim-Fit,L,red
957,196,1127,102,1,102,630,2021-10-22,10,2021-11-16,49,New Madisonborough,Victoria,Australia,Male,Trousers,Cargo Pants,M,orange
958,196,750,109,1,109,630,2021-10-22,10,2021-11-16,49,New Madisonborough,Victoria,Australia,Male,Jacket,Peacoat,XS,green
959,196,239,106,3,318,630,2021-10-22,10,2021-11-16,49,New Madisonborough,Victoria,Australia,Male,Shirt,Chambray,XL,indigo
960,196,306,105,2,210,630,2021-10-22,10,2021-11-16,49,New Madisonborough,Victoria,Australia,Male,Shirt,Cuban Collar,S,indigo
961,197,1065,93,1,93,110,2021-04-30,4,2021-05-01,65,Bartolettifurt,Western Australia,Australia,Others,Trousers,Joggers,XS,green
962,197,1244,112,2,224,110,2021-04-30,4,2021-05-01,65,Bartolettifurt,Western Australia,Australia,Others,Trousers,Tracksuit Bottoms,XL,green
963,197,697,113,2,226,110,2021-04-30,4,2021-05-01,65,Bartolettifurt,Western Australia,Australia,Others,Jacket,Parka,M,violet
964,197,254,95,3,285,110,2021-04-30,4,2021-05-01,65,Bartolettifurt,Western Australia,Australia,Others,Shirt,Polo,XL,orange
965,197,864,113,1,113,110,2021-04-30,4,2021-05-01,65,Bartolettifurt,Western Australia,Australia,Others,Trousers,Chinos,XL,blue
966,198,172,91,3,273,640,2021-08-31,8,2021-09-13,49,Lincolnchester,Queensland,Australia,Others,Shirt,Linen,M,violet
967,198,204,98,2,196,640,2021-08-31,8,2021-09-13,49,Lincolnchester,Queensland,Australia,Others,Shirt,Camp Collared,XL,indigo
968,198,1259,112,2,224,640,2021-08-31,8,2021-09-13,49,Lincolnchester,Queensland,Australia,Others,Trousers,Tracksuit Bottoms,XL,violet
969,199,78,118,2,236,206,2021-05-17,5,2021-05-18,66,South Clairetown,Queensland,Australia,Others,Shirt,Flannel,L,orange
970,199,1057,93,3,279,206,2021-05-17,5,2021-05-18,66,South Clairetown,Queensland,Australia,Others,Trousers,Joggers,M,orange
971,199,655,93,3,279,206,2021-05-17,5,2021-05-18,66,South Clairetown,Queensland,Australia,Others,Jacket,Coach,XS,indigo
972,199,249,95,3,285,206,2021-05-17,5,2021-05-18,66,South Clairetown,Queensland,Australia,Others,Shirt,Polo,XL,red
973,200,758,109,3,327,15,2021-08-24,8,2021-09-07,34,Kiehnburgh,Western Australia,Australia,Others,Jacket,Peacoat,L,blue
974,200,1158,99,2,198,15,2021-08-24,8,2021-09-07,34,Kiehnburgh,Western Australia,Australia,Others,Trousers,High-Waisted,L,red
975,200,964,97,2,194,15,2021-08-24,8,2021-09-07,34,Kiehnburgh,Western Australia,Australia,Others,Trousers,Slim-Fit,XL,green
976,200,135,92,2,184,15,2021-08-24,8,2021-09-07,34,Kiehnburgh,Western Australia,Australia,Others,Shirt,Denim,XS,violet
977,200,842,113,3,339,15,2021-08-24,8,2021-09-07,34,Kiehnburgh,Western Australia,Australia,Others,Trousers,Chinos,M,red
978,200,992,106,1,106,15,2021-08-24,8,2021-09-07,34,Kiehnburgh,Western Australia,Australia,Others,Trousers,Wool,M,yellow
979,201,974,97,3,291,325,2021-05-26,5,2021-06-18,68,West Claudia,South Australia,Australia,Others,Trousers,Slim-Fit,XL,indigo
980,201,1085,115,2,230,325,2021-05-26,5,2021-06-18,68,West Claudia,South Australia,Australia,Others,Trousers,Cropped,XS,red
981,201,451,107,2,214,325,2021-05-26,5,2021-06-18,68,West Claudia,South Australia,Australia,Others,Jacket,Denim,S,violet
982,201,27,96,2,192,325,2021-05-26,5,2021-06-18,68,West Claudia,South Australia,Australia,Others,Shirt,Oxford Cloth,M,indigo
983,201,486,118,1,118,325,2021-05-26,5,2021-06-18,68,West Claudia,South Australia,Australia,Others,Jacket,Puffer,S,violet
984,202,104,118,3,354,129,2021-04-15,4,2021-04-22,68,Port Harrychester,Western Australia,Australia,Others,Shirt,Flannel,XL,violet
985,202,182,98,3,294,129,2021-04-15,4,2021-04-22,68,Port Harrychester,Western Australia,Australia,Others,Shirt,Camp Collared,M,orange
986,202,1177,99,1,99,129,2021-04-15,4,2021-04-22,68,Port Harrychester,Western Australia,Australia,Others,Trousers,High-Waisted,M,blue
987,202,174,91,3,273,129,2021-04-15,4,2021-04-22,68,Port Harrychester,Western Australia,Australia,Others,Shirt,Linen,XL,violet
988,202,224,106,1,106,129,2021-04-15,4,2021-04-22,68,Port Harrychester,Western Australia,Australia,Others,Shirt,Chambray,XL,yellow
989,202,860,113,1,113,129,2021-04-15,4,2021-04-22,68,Port Harrychester,Western Australia,Australia,Others,Trousers,Chinos,XS,blue
990,203,574,100,1,100,369,2021-06-21,6,2021-07-11,46,New Stellastad,Australian Capital Territory,Australia,Female,Jacket,Bomber,XL,yellow
991,203,1058,93,2,186,369,2021-06-21,6,2021-07-11,46,New Stellastad,Australian Capital Territory,Australia,Female,Trousers,Joggers,L,orange
992,203,1170,99,2,198,369,2021-06-21,6,2021-07-11,46,New Stellastad,Australian Capital Territory,Australia,Female,Trousers,High-Waisted,XS,green
993,203,1229,112,1,112,369,2021-06-21,6,2021-07-11,46,New Stellastad,Australian Capital Territory,Australia,Female,Trousers,Tracksuit Bottoms,XL,red
994,203,1104,115,3,345,369,2021-06-21,6,2021-07-11,46,New Stellastad,Australian Capital Territory,Australia,Female,Trousers,Cropped,XL,green
995,204,879,94,1,94,568,2021-09-30,9,2021-10-10,64,Chloeville,Tasmania,Australia,Others,Trousers,Cords,XL,red
996,204,325,109,2,218,568,2021-09-30,9,2021-10-10,64,Chloeville,Tasmania,Australia,Others,Shirt,Mandarin Collar,XS,yellow
997,204,649,93,1,93,568,2021-09-30,9,2021-10-10,64,Chloeville,Tasmania,Australia,Others,Jacket,Coach,XL,green
998,204,484,118,2,236,568,2021-09-30,9,2021-10-10,64,Chloeville,Tasmania,Australia,Others,Jacket,Puffer,XL,indigo
999,205,502,102,2,204,267,2021-02-03,2,2021-02-04,45,Lukefurt,Western Australia,Australia,Others,Jacket,Windbreaker,M,yellow
1000,205,506,102,2,204,267,2021-02-03,2,2021-02-04,45,Lukefurt,Western Australia,Australia,Others,Jacket,Windbreaker,S,green
1001,205,230,106,1,106,267,2021-02-03,2,2021-02-04,45,Lukefurt,Western Australia,Australia,Others,Shirt,Chambray,XS,blue
1002,206,249,95,1,95,654,2021-06-01,6,2021-06-16,42,West Sebastianfort,Victoria,Australia,Female,Shirt,Polo,XL,red
1003,206,66,104,3,312,654,2021-06-01,6,2021-06-16,42,West Sebastianfort,Victoria,Australia,Female,Shirt,Dress,S,violet
1004,206,340,109,2,218,654,2021-06-01,6,2021-06-16,42,West Sebastianfort,Victoria,Australia,Female,Shirt,Mandarin Collar,XS,indigo
1005,206,541,98,2,196,654,2021-06-01,6,2021-06-16,42,West Sebastianfort,Victoria,Australia,Female,Jacket,Leather,S,green
1006,206,912,96,1,96,654,2021-06-01,6,2021-06-16,42,West Sebastianfort,Victoria,Australia,Female,Trousers,Drawstring,M,red
1007,206,553,98,3,294,654,2021-06-01,6,2021-06-16,42,West Sebastianfort,Victoria,Australia,Female,Jacket,Leather,L,indigo
1008,207,403,119,1,119,644,2021-09-25,9,2021-09-28,46,Baileyberg,Western Australia,Australia,Others,Shirt,Casual Slim Fit,L,green
1009,207,327,109,3,327,644,2021-09-25,9,2021-09-28,46,Baileyberg,Western Australia,Australia,Others,Shirt,Mandarin Collar,M,yellow
1010,207,1017,90,1,90,644,2021-09-25,9,2021-09-28,46,Baileyberg,Western Australia,Australia,Others,Trousers,Relaxed Leg,M,red
1011,207,839,117,2,234,644,2021-09-25,9,2021-09-28,46,Baileyberg,Western Australia,Australia,Others,Jacket,Shearling,XL,violet
1012,208,501,102,2,204,28,2021-10-10,10,2021-10-15,79,West Noah,Queensland,Australia,Others,Jacket,Windbreaker,S,yellow
1013,208,231,106,2,212,28,2021-10-10,10,2021-10-15,79,West Noah,Queensland,Australia,Others,Shirt,Chambray,S,blue
1014,208,895,94,1,94,28,2021-10-10,10,2021-10-15,79,West Noah,Queensland,Australia,Others,Trousers,Cords,XS,blue
1015,208,744,109,1,109,28,2021-10-10,10,2021-10-15,79,West Noah,Queensland,Australia,Others,Jacket,Peacoat,XL,orange
1016,208,1006,106,1,106,28,2021-10-10,10,2021-10-15,79,West Noah,Queensland,Australia,Others,Trousers,Wool,S,indigo
1017,208,486,118,3,354,28,2021-10-10,10,2021-10-15,79,West Noah,Queensland,Australia,Others,Jacket,Puffer,S,violet
1018,209,837,117,1,117,292,2021-05-08,5,2021-05-20,25,West Aidenview,Victoria,Australia,Male,Jacket,Shearling,M,violet
1019,209,428,107,2,214,292,2021-05-08,5,2021-05-20,25,West Aidenview,Victoria,Australia,Male,Jacket,Denim,L,orange
1020,209,1220,105,1,105,292,2021-05-08,5,2021-05-20,25,West Aidenview,Victoria,Australia,Male,Trousers,Pleated,XS,violet
1021,209,29,96,2,192,292,2021-05-08,5,2021-05-20,25,West Aidenview,Victoria,Australia,Male,Shirt,Oxford Cloth,XL,indigo
1022,210,412,119,3,357,723,2021-07-22,7,2021-08-18,34,Lake Mitchellbury,Australian Capital Territory,Australia,Others,Shirt,Casual Slim Fit,M,indigo
1023,210,546,98,3,294,723,2021-07-22,7,2021-08-18,34,Lake Mitchellbury,Australian Capital Territory,Australia,Others,Jacket,Leather,S,blue
1024,211,1253,112,2,224,515,2021-05-09,5,2021-05-17,52,Huelhaven,Australian Capital Territory,Australia,Female,Trousers,Tracksuit Bottoms,L,indigo
1025,211,430,107,2,214,515,2021-05-09,5,2021-05-17,52,Huelhaven,Australian Capital Territory,Australia,Female,Jacket,Denim,XS,yellow
1026,211,152,91,3,273,515,2021-05-09,5,2021-05-17,52,Huelhaven,Australian Capital Territory,Australia,Female,Shirt,Linen,M,yellow
1027,211,519,102,1,102,515,2021-05-09,5,2021-05-17,52,Huelhaven,Australian Capital Territory,Australia,Female,Jacket,Windbreaker,XL,indigo
1028,211,573,100,3,300,515,2021-05-09,5,2021-05-17,52,Huelhaven,Australian Capital Territory,Australia,Female,Jacket,Bomber,L,yellow
1029,212,1087,115,3,345,62,2021-10-14,10,2021-11-08,32,New Beaumouth,Australian Capital Territory,Australia,Others,Trousers,Cropped,M,red
1030,212,317,109,3,327,62,2021-10-14,10,2021-11-08,32,New Beaumouth,Australian Capital Territory,Australia,Others,Shirt,Mandarin Collar,M,red
1031,212,627,112,1,112,62,2021-10-14,10,2021-11-08,32,New Beaumouth,Australian Capital Territory,Australia,Others,Jacket,Cardigan,M,violet
1032,212,517,102,2,204,62,2021-10-14,10,2021-11-08,32,New Beaumouth,Australian Capital Territory,Australia,Others,Jacket,Windbreaker,M,indigo
1033,212,1174,99,1,99,62,2021-10-14,10,2021-11-08,32,New Beaumouth,Australian Capital Territory,Australia,Others,Trousers,High-Waisted,XL,green
1034,212,362,94,3,282,62,2021-10-14,10,2021-11-08,32,New Beaumouth,Australian Capital Territory,Australia,Others,Shirt,Henley,M,yellow
1035,212,172,91,2,182,62,2021-10-14,10,2021-11-08,32,New Beaumouth,Australian Capital Territory,Australia,Others,Shirt,Linen,M,violet
1036,212,1006,106,1,106,62,2021-10-14,10,2021-11-08,32,New Beaumouth,Australian Capital Territory,Australia,Others,Trousers,Wool,S,indigo
1037,213,262,95,3,285,678,2021-09-14,9,2021-09-27,79,East Alex,New South Wales,Australia,Others,Shirt,Polo,M,green
1038,213,907,94,1,94,678,2021-09-14,9,2021-09-27,79,East Alex,New South Wales,Australia,Others,Trousers,Cords,M,violet
1039,213,759,109,3,327,678,2021-09-14,9,2021-09-27,79,East Alex,New South Wales,Australia,Others,Jacket,Peacoat,XL,blue
1040,213,1007,106,2,212,678,2021-09-14,9,2021-09-27,79,East Alex,New South Wales,Australia,Others,Trousers,Wool,M,indigo
1041,213,737,109,1,109,678,2021-09-14,9,2021-09-27,79,East Alex,New South Wales,Australia,Others,Jacket,Peacoat,M,red
1042,213,55,104,1,104,678,2021-09-14,9,2021-09-27,79,East Alex,New South Wales,Australia,Others,Shirt,Dress,XS,blue
1043,213,522,102,3,306,678,2021-09-14,9,2021-09-27,79,East Alex,New South Wales,Australia,Others,Jacket,Windbreaker,M,violet
1044,214,667,113,3,339,288,2021-06-20,6,2021-07-09,24,Reillyfurt,Victoria,Australia,Male,Jacket,Parka,M,red
1045,214,1111,115,1,115,288,2021-06-20,6,2021-07-09,24,Reillyfurt,Victoria,Australia,Male,Trousers,Cropped,S,indigo
1046,214,415,119,1,119,288,2021-06-20,6,2021-07-09,24,Reillyfurt,Victoria,Australia,Male,Shirt,Casual Slim Fit,XS,violet
1047,214,740,109,1,109,288,2021-06-20,6,2021-07-09,24,Reillyfurt,Victoria,Australia,Male,Jacket,Peacoat,XS,orange
1048,215,207,98,1,98,526,2021-08-10,8,2021-08-20,73,Adamsside,Tasmania,Australia,Male,Shirt,Camp Collared,M,violet
1049,215,618,112,2,224,526,2021-08-10,8,2021-08-20,73,Adamsside,Tasmania,Australia,Male,Jacket,Cardigan,L,blue
1050,215,780,91,3,273,526,2021-08-10,8,2021-08-20,73,Adamsside,Tasmania,Australia,Male,Jacket,Pullover,XS,yellow
1051,215,793,91,2,182,526,2021-08-10,8,2021-08-20,73,Adamsside,Tasmania,Australia,Male,Jacket,Pullover,L,blue
1052,216,370,94,1,94,865,2021-04-16,4,2021-05-04,44,North Riley,Victoria,Australia,Others,Shirt,Henley,XS,blue
1053,216,118,92,1,92,865,2021-04-16,4,2021-05-04,44,North Riley,Victoria,Australia,Others,Shirt,Denim,L,yellow
1054,216,731,119,2,238,865,2021-04-16,4,2021-05-04,44,North Riley,Victoria,Australia,Others,Jacket,Trench Coat,S,violet
1055,216,303,105,1,105,865,2021-04-16,4,2021-05-04,44,North Riley,Victoria,Australia,Others,Shirt,Cuban Collar,L,blue
1056,216,493,102,3,306,865,2021-04-16,4,2021-05-04,44,North Riley,Victoria,Australia,Others,Jacket,Windbreaker,L,red
1057,217,1149,102,3,306,234,2021-07-18,7,2021-07-31,37,West Zoe,Victoria,Australia,Others,Trousers,Cargo Pants,XL,indigo
1058,217,865,113,1,113,234,2021-07-18,7,2021-07-31,37,West Zoe,Victoria,Australia,Others,Trousers,Chinos,XS,indigo
1059,217,871,113,3,339,234,2021-07-18,7,2021-07-31,37,West Zoe,Victoria,Australia,Others,Trousers,Chinos,S,violet
1060,217,245,95,2,190,234,2021-07-18,7,2021-07-31,37,West Zoe,Victoria,Australia,Others,Shirt,Polo,XS,red
1061,217,277,95,3,285,234,2021-07-18,7,2021-07-31,37,West Zoe,Victoria,Australia,Others,Shirt,Polo,M,violet
1062,217,1058,93,1,93,234,2021-07-18,7,2021-07-31,37,West Zoe,Victoria,Australia,Others,Trousers,Joggers,L,orange
1063,217,1029,90,3,270,234,2021-07-18,7,2021-07-31,37,West Zoe,Victoria,Australia,Others,Trousers,Relaxed Leg,XL,yellow
1064,218,360,94,1,94,606,2021-07-12,7,2021-07-20,53,Calebville,New South Wales,Australia,Others,Shirt,Henley,XS,yellow
1065,218,478,118,2,236,606,2021-07-12,7,2021-07-20,53,Calebville,New South Wales,Australia,Others,Jacket,Puffer,L,blue
1066,218,1219,105,3,315,606,2021-07-12,7,2021-07-20,53,Calebville,New South Wales,Australia,Others,Trousers,Pleated,XL,indigo
1067,219,279,95,2,190,667,2021-01-05,1,2021-01-10,30,New Beau,Victoria,Australia,Others,Shirt,Polo,XL,violet
1068,219,872,113,1,113,667,2021-01-05,1,2021-01-10,30,New Beau,Victoria,Australia,Others,Trousers,Chinos,M,violet
1069,219,288,105,1,105,667,2021-01-05,1,2021-01-10,30,New Beau,Victoria,Australia,Others,Shirt,Cuban Collar,L,orange
1070,219,956,97,1,97,667,2021-01-05,1,2021-01-10,30,New Beau,Victoria,Australia,Others,Trousers,Slim-Fit,S,yellow
